Napier Textured Disc Drop ... Earrings,$8.40,Regular $14.00
Dana Buchman Polished Marquise ... Pendant Necklace,$19.60,Regular $28.00
LC Lauren Conrad Elephant ... Adjustable Bracelet,$8.40,Regular $12.00
LC Lauren Conrad Pave Ball ... Necklace,$9.80,Regular $14.00
LC Lauren Conrad T-Rex Pendant ... Necklace,$8.40,Regular $12.00
LC Lauren Conrad Textured Hoop ... Earrings,$8.40,Regular $12.00
LC Lauren Conrad Lightning ... Bolt Pendant Necklace,$8.40,Regular $12.00
Napier Silver Tone Textured ... Drop Earrings,$8.40,Regular $14.00
Dana Buchman 3-Row Pendant ... Necklace,$19.60,Regular $28.00
"
							
						Napier Ball Drop Earrings 
							
					",$8.40,Regular $14.00
LC Lauren Conrad Red Simulated ... Crystal Stud Earrings,$8.40,Regular $12.00
LC Lauren Conrad Silver Tone ... Filigree Ball Pendant Necklace,$9.80,Regular $14.00
Dana Buchman Faceted Stone ... Stretch Bracelet,$19.60,Regular $28.00
LC Lauren Conrad Rose Gold ... Tone Rainbow Simulated Stone & Cubic Zirconia Cross Pendant Necklace,$9.80,Regular $14.00
LC Lauren Conrad Rose Gold ... Tone Rainbow Simulated Stone Flower Motif Nickel Free Stud Earrings,$8.40,Regular $12.00
LC Lauren Conrad Hummingbird ... Button Earrings,$8.40,Regular $12.00
LC Lauren Conrad Rose Gold ... Tone Leaf Nickel Free Drop Earrings,$8.40,Regular $12.00
Dana Buchman Abalone Stretch ... Bracelet,$19.60,Regular $28.00
"
							
						1928 Crystal Ladder Necklace
							
					",$58.50,Regular $78.00
"
							
						Holiday Jingle Bell Necklace
							
					",$7.20,Original $16.00
Napier® Two Tone Bands ... Necklace,$14.40,Regular $24.00
Napier® Silver Tone Hoop ... Earrings,$7.20,Regular $12.00
Napier Double Strand Beaded ... Necklace,$19.20,Regular $32.00
"
							
						Chain Necklace Extender Set
							
					",$7.20,Regular $8.00
Napier Two Tone Collar ... Necklace,$19.20,Regular $32.00
Napier Silver Tone Bead Hoop ... Earrings,$9.60,Regular $16.00
Napier Multi Colored Bead ... Multi Strand Necklace,$19.20,Regular $32.00
Napier Bead & Simulated Pearl ... Tassel Y Necklace,$19.20,Regular $32.00
Napier Textured Crisscross ... Double Hoop Earrings,$9.60,Regular $16.00
Napier Cubic Zirconia Love ... Knot Stud Earrings,$7.20,Regular $12.00
Mudd® Gold Tone Simulated ... Crystal Snake Stretch Ring,$9.60,Regular $16.00
Napier Gold Tone Chain Detail ... Bracelet,$14.40,Regular $24.00
Napier Two Tone Doorknocker ... Clip-On Earrings,$9.60,Regular $16.00
Napier Cubic Zirconia Love ... Knot Stud Earrings,$7.20,Regular $12.00
Napier Green Simulated Crystal ... Teardrop Clip On Earrings,$9.60,Regular $16.00
"Mudd® Owl, Leaf, Vine & Twist ... Ring Set",$9.60,Regular $16.00
Mudd® Gold Tone Bead & ... Elephant Charm Woven & Stretch Bracelet Set,$9.60,Regular $16.00
"
							
						Napier Teardrop Earrings
							
					",$9.60,Regular $16.00
Double Strand Station Necklace ... & Drop Earring Set,$14.40,Regular $24.00
"Red & Silver Bead ""Merry ... Christmas"" Charm Stretch Bracelet Set",$14.40,Regular $24.00
1928 Ornate Locket Pendant ... Necklace,$28.50,Regular $38.00
1928 Emerald-Cut Crystal Stud ... Earrings,$28.50,Regular $38.00
Red & Green Christmas Tree ... Pin,$6.30,Original $14.00
"
							
						Silver Tone Holiday Cat Pin
							
					",$6.30,Original $14.00
LC Lauren Conrad Filigree ... Ring,$7.00,Regular $10.00
Pet Friends Simulated Crystal ... Paw Print Hoop Earrings,$8.00,Regular $16.00
Dana Buchman Oval Tassel ... Detail Multi Strand Necklace,$28.00,Regular $40.00
"Purple Bead & Silver Tone ... ""Mom"" Charm Bangle Bracelet Set",$13.99,Regular $24.00
"Green Bead & Two Tone ""Luck"" ... Charm Bangle Bracelet Set",$13.99,Regular $24.00
"Pink Bead & Rose Gold Tone ... ""Stand Out"" Charm Bangle Bracelet Set",$13.99,Regular $24.00
"""Daughter"" Blue Bead & Rose ... Gold Tone Charm Stretch Bracelet Set",$13.99,Regular $24.00
Colored Rhinestone Detail Hoop ... Earrings,$10.99,Regular $22.00
"
							
						Jennifer Lopez Hoop Earrings
							
					",$9.80 - $12.60,Regular $14.00 - $18.00
Jennifer Lopez Glittery Hinged ... Bangle Bracelet,$18.20,Regular $26.00
"
							
						Pave Snowman Drop Earrings
							
					",$5.40,Original $12.00
Simply Vera Vera Wang Hoop ... Earrings,$10.80,Regular $18.00
Simply Vera Vera Wang ... Starburst Threader Earrings,$10.80,Regular $18.00
Simply Vera Vera Wang ... Simulated Pearl & Rondelle Hoop Earrings,$10.80,Regular $18.00
Napier® Silver-Tone Simulated ... Pearl & Simulated Crystal Stud Earring Set,$10.80,Regular $18.00
"
							
						Necklace Extender Set
							
					",$10.80,Regular $12.00
Napier Silver Tone Textured ... Double Hoop Earrings,$10.80,Regular $18.00
"
							
						Hoop Earring Set
							
					",$10.80,Regular $18.00
Crisscross Wire Multi Row Cuff ... Bracelet,$10.80,Regular $18.00
Pink Simulated Crystal Double ... Strand Necklace,$18.00,Regular $30.00
"
							
						Two Tone Triple Hoop Earrings
							
					",$6.00,Regular $10.00
Simply Vera Vera Wang Green ... Stone Necklace,$18.00,Regular $30.00
Rhinestone Detail Marquise ... Drop Earrings,$9.00,Regular $18.00
Mudd® Nickel Free Simulated ... Crystal & Simulated Pearl Stud Earring Set,$10.80,Regular $18.00
"
							
						Silver Tone Heart Ring
							
					",$10.80,Regular $18.00
1928 Faceted Teardrop ... Necklace,$18.00,Regular $24.00
1928 Simulated Pearl Eyeglass ... Chain,$13.50,Regular $18.00
Simply Vera Vera Wang Chain ... Linear Drop Earrings,$10.80,Regular $18.00
"
							
						Napier Linear Drop Earrings
							
					",$10.80,Regular $18.00
Crystal Allure Flower Teardrop ... Earrings,$27.00,Regular $45.00
Napier Filigree Doorknocker ... Clip-On Earrings,$10.80,Regular $18.00
"
							
						Textured Bangle Bracelet Set
							
					",$10.80,Regular $18.00
Napier Two Tone Milgrain Oval ... Hoop Clip-On Earrings,$10.80,Regular $18.00
Apt. 9® Cubic Zirconia Round ... Stud Earring Set,$8.99,Regular $18.00
Jennifer Lopez Mesh X ... Necklace,$26.60,Regular $38.00
Silver Tone Hammered Detail ... Disc Stretch Bracelet,$13.20,Regular $22.00
Long Hammered Triple Leaf ... Pendant Necklace,$13.20,Regular $22.00
Simply Vera Vera Wang Pink ... Simulated Crystal Linear Drop Earrings,$13.20,Regular $22.00
Mudd® Nickel Free Geometric ... Earring Set,$13.20,Regular $22.00
"Rose Gold Tone Flower, Eiffel ... Tower, Cat Ears, & Simulated Crystal Nickel Free Stud Earring Set",$13.20,Regular $22.00
"Gold Tone & Silver Tone ... Unicorn, Heart & Simulated Stone Nickel Free Stud Earring Set",$13.20,Regular $22.00
"Mudd® Owl, Skeleton Key & Leaf ... Interchangeable Charm Necklace Set",$13.20,Regular $22.00
"Silver Tone Dog, Heart, Star & ... Simulated Stone Ring Set",$13.20,Regular $22.00
"Cactus, Sun & Beaded Stretch ... Bracelet Set",$13.20,Regular $22.00
Downton Abbey Simulated ... Crystal Statement Necklace,$26.25,Regular $35.00
"
							
						1928 Cameo Drop Earrings
							
					",$10.50,Regular $14.00
Pet Friends Christmas Tree Car ... Pin,$13.00,Regular $26.00
Pet Friends Simulated Crystal ... Paw Print Circle Pendant & Stud Earring Set,$13.00,Regular $26.00
"
							
						Pet Friends Parakeet Pin
							
					",$13.00,Regular $26.00
Pet Friends Two Tone Simulated ... Crystal Dog Pin,$13.00,Regular $26.00
Pet Friends Holiday Dog Paw ... Print Pin,$13.00,Regular $26.00
LC Lauren Conrad Starfish Stud ... Earrings,$8.40,Regular $12.00
"
							
						Dana Buchman Drop Earrings
							
					",$12.60,Regular $18.00
Gold Tone Red & Green ... Christmas Tree Pin,$6.30,Original $14.00
LC Lauren Conrad Square Halo ... Stud Earrings,$8.40,Regular $12.00
Dana Buchman Double Drop ... Earrings,$12.60,Regular $18.00
Simply Vera Vera Wang Bead ... Drop Earrings,$8.40,Regular $14.00
Dana Buchman Cubic Zirconia ... Halo Stud Earrings,$12.60,Regular $18.00
LC Lauren Conrad Cubic ... Zirconia Nickel Free Stud Earring Set,$12.60,Regular $18.00
Simply Vera Vera Wang Pink ... Simulated Crystal Linear Drop Earrings,$16.80,Regular $28.00
Dana Buchman Round Cubic ... Zirconia Stud Earrings,$12.60,Regular $18.00
Napier Faceted Black Crystal ... Stretch Bracelet,$16.80,Regular $28.00
Napier® Two Tone Double Hoop ... Earrings,$7.20,Regular $12.00
Multi Colored Ornament Bead ... Necklace,$7.20,Original $16.00
LC Lauren Conrad Rose Gold ... Tone Textured Ring Set,$12.60,Regular $18.00
LC Lauren Conrad Multistrand ... Bead & Curved Bar Necklace,$12.60,Regular $18.00
LC Lauren Conrad Curved Branch ... Necklace,$12.60,Regular $18.00
Silver Tone Simulated Pearl & ... Simulated Crystal Cluster Earrings,$7.20,Regular $12.00
LC Lauren Conrad Simulated ... Crystal Filigree Nickel Free Drop Earrings,$12.60,Regular $18.00
Napier Simulated Crystal Long ... Necklace,$16.80,Regular $28.00
Napier Silver Tone Triple ... Teardrop Pendant Necklace,$16.80,Regular $28.00
Simply Vera Vera Wang Gray ... Stone Stud Earrings,$8.40,Regular $14.00
Simulated Stone Detail Cluster ... Chain Necklace,$16.80,Regular $28.00
Simulated Pearl Rondelle Drop ... Earrings,$8.40,Regular $14.00
"
							
						Gold Tone Tube Hoop Earring
							
					",$8.40,Regular $14.00
LC Lauren Conrad Long ... Mother-of-Pearl Beaded Double Strand Necklace,$12.60,Regular $18.00
"
							
						Napier Stretch Bracelet
							
					",$16.80,Regular $28.00
LC Lauren Conrad Filigree ... Butterfly Y Necklace,$12.60,Regular $18.00
Jennifer Lopez Rectangular ... Drop Earrings,$12.60,Regular $18.00
Jennifer Lopez Simulated ... Crystal Nickel Free Hoop Earrings,$12.60,Regular $18.00
Dana Buchman Cobra Chain ... Layered Necklace,$25.20,Regular $36.00
Apt. 9® Nickel Free Infinity ... Hoop Earrings,$7.20,Regular $12.00
Jennifer Lopez Button Stud ... Earrings,$8.40,Regular $12.00
"
							
						Silver Tone Hoop Earring Set
							
					",$8.40,Regular $14.00
Two Tone Twist Rope Hoop ... Earrings,$7.20,Regular $12.00
LC Lauren Conrad Silver Tone ... Filigree Flower Pendant Necklace,$12.60,Regular $18.00
Napier Black & Filigree Circle ... Necklace,$16.80,Regular $28.00
LC Lauren Conrad Filigree ... Flower Statement Necklace,$12.60,Regular $18.00
Silver Tone Simulated Crystal ... Stretch Ring,$8.40,Regular $14.00
LC Lauren Conrad Silver Tone ... Filigree Heart Tassel Pendant Necklace,$12.60,Regular $18.00
LC Lauren Conrad Multicolor ... Stud Earring Set,$12.60,Regular $18.00
LC Lauren Conrad Double Strand ... Lariat Necklace,$12.60,Regular $18.00
LC Lauren Conrad Multistrand ... Penant Necklace,$12.60,Regular $18.00
LC Lauren Conrad Gold Tone ... Ring Pendant Necklace,$12.60,Regular $18.00
Apt. 9® Glitter Teardrop ... Earrings,$6.30,Regular $14.00
Jennifer Lopez Glitter Inlay ... Hoop Earrings,$16.80,Regular $24.00
Dana Buchman Tri Tone Circle ... Link Long Necklace,$25.20,Regular $36.00
Dana Buchman Twisted Oval Hoop ... Earrings,$12.60,Regular $18.00
Dana Buchman Textured Oval ... Link Statement Necklace,$25.20,Regular $36.00
Napier Silver Tone Engraved ... Simulated Crystal Stretch Bracelet,$16.80,Regular $28.00
Mudd® Tri-Tone Bangle Bracelet ... Set,$8.40,Regular $14.00
Rose Gold Nickel Free Textured ... Double Drop Earrings,$8.40,Regular $14.00
Simply Vera Vera Wang Red ... Simulated Crystal Long Multi Strand Necklace,$25.20,Regular $42.00
Jennifer Lopez Simulated ... Crystal Wrap Ring,$16.80,Regular $24.00
LC Lauren Conrad Nickel Free ... Bunny Stud Earrings,$8.40,Regular $12.00
Jennifer Lopez Simulated Stone ... Glitter Teardrop Earrings,$12.60,Regular $18.00
Napier Textured Silver Tone ... Stretch Bracelet,$16.80,Regular $28.00
Mudd® Silver-Tone Hoop Earring ... Set,$7.20,Regular $12.00
Simply Vera Vera Wang ... Simulated Crystal & Chain Collar Necklace,$25.20,Regular $42.00
Mudd® Silver-Tone Heart ... Pendant,$8.40,Regular $14.00
"Pet Friends ""Dog Mom"" Paw ... Print Pendant Necklace",$10.00,Regular $20.00
"Pet Friends ""Cat Mom"" Paw ... Print Pendant Necklace",$10.00,Regular $20.00
"
							
						Glittery Stretch Bracelet
							
					",$9.90,Regular $22.00
1928® Gold Tone Floral ... Simulated Pearl Drop Earrings,$16.50,Regular $22.00
LC Lauren Conrad Runway ... Collection Cubic Zirconia Crackle Teardrop Earrings,$9.80,Regular $14.00
LC Lauren Conrad Textured X ... Cuff Bracelet,$9.80,Regular $14.00
LC Lauren Conrad Tri Tone ... Textured Flower Bracelet,$9.80,Regular $14.00
LC Lauren Conrad Flower Stud ... Earrings,$9.80,Regular $14.00
LC Lauren Conrad Flower Nickel ... Free Button Stud Earrings,$9.80,Regular $14.00
LC Lauren Conrad Simulated ... Crystal Midi Wrap Ring,$9.80,Regular $14.00
LC Lauren Conrad Silver Tone ... Lotus Flower Necklace,$9.80,Regular $14.00
LC Lauren Conrad Gold Tone ... Simulated Crystal Adjustable Bracelet,$9.80,Regular $14.00
LC Lauren Conrad Blue Quartz ... Necklace,$9.80,Regular $14.00
LC Lauren Conrad Rose Gold ... Tone Heart Necklace,$9.80,Regular $14.00
LC Lauren Conrad Triangle Stud ... Earring Set,$7.00,Regular $10.00
LC Lauren Conrad Red Simulated ... Crystal Teardrop Nickel Free Stud Earrings,$7.00,Regular $10.00
LC Lauren Conrad Rose Gold ... Tone Simulated Stone Nickel Free Threader Earrings,$9.80,Regular $14.00
LC Lauren Conrad Simulated ... Pearl & Crystal Nickel Free Cluster Clip On Earrings,$9.80,Regular $14.00
Simulated Crystal Stud ... Earrings,$7.00,Regular $14.00
LC Lauren Conrad Blue Teardrop ... Pendant,$9.80,Regular $14.00
1928 Silver Tone Rose & ... Simulated Crystal Necklace,$48.75,Regular $65.00
Red Sparkle Ornament & Green ... Bow Nickel Free Drop Earrings,$5.40,Original $12.00
Jingle Bell & Pom Pom Beaded ... Necklace,$8.10,Original $18.00
Interchangeable Halo Stud ... Earring Set,$9.60,Regular $16.00
"
							
						Napier Stone Crystal Pin
							
					",$12.00,Regular $20.00
Pet Friends Paw Print Drop ... Earrings,$8.00,Regular $16.00
Napier Rope Oval Hoop ... Earrings,$9.60,Regular $16.00
"
							
						Stud Earring Set
							
					",$9.60 - $10.80,Regular $16.00 - $18.00
Napier Simulated Crystal ... Triple Leaf Pin,$12.00,Regular $20.00
Napier® Polished Metallic Stud ... Earrings,$6.00,Regular $10.00
Napier Clip-On Textured Rope ... Double Oval Drop Earrings,$9.60,Regular $16.00
Simply Vera Vera Wang Large ... Filigree Drop Earrings,$12.00,Regular $20.00
Simply Vera Vera Wang Textured ... Hoop Earrings,$12.00,Regular $20.00
Simply Vera Vera Wang ... Simulated Crystal & Pearl Drop Earrings,$9.60,Regular $16.00
PRIMROSE 14k Gold Over Silver ... Graduated Paddle Drop Earrings,$16.00,Regular $40.00
"
							
						Napier Blue Teardrop Earrings
							
					",$9.60,Regular $16.00
1928 Silver Tone Simulated ... Crystal Drop Earrings,$24.00,Regular $32.00
"
							
						Circle Stud Earring Set
							
					",$12.00,Regular $20.00
Napier Black Bead Teardrop ... Earrings,$9.60,Regular $16.00
"
							
						Blue Oval Halo Ring
							
					",$12.00,Regular $20.00
Simply Vera Vera Wang Black ... Hoop Earrings,$12.00,Regular $20.00
1928 Faceted Stone Bib ... Necklace,$24.00,Regular $32.00
Jennifer Lopez Tassel Multi ... Row Bracelet,$23.80,Regular $34.00
Simply Vera Vera Wang ... Simulated Crystal Drop Earrings,$15.60,Regular $26.00
Simply Vera Vera Wang Beaded ... Stretch Bracelet Set,$15.60,Regular $26.00
Simulated Crystal Choker ... Necklace,$15.60,Regular $26.00
Simulated Pearl Multi Stand ... Necklace,$15.60,Regular $26.00
Mudd® Tri Tone Wire Flower ... Statement Necklace,$15.60,Regular $26.00
Simply Vera Vera Wang Black ... Simulated Stone Stretch Bracelet,$15.60,Regular $26.00
Long Shaky Bead Double Strand ... Necklace & Linear Earring Set,$15.60,Regular $26.00
Long Rhinestone Detail Multi ... Strand Necklace,$15.60,Regular $26.00
Simply Vera Vera Wang ... Simulated Pearl & Crystal Flexible Cuff Bracelet,$15.60,Regular $26.00
Simply Vera Vera Wang Jet ... Multi-Strand Bracelet,$15.60,Regular $26.00
Long Multi Strand Ball ... Necklace,$15.60,Regular $26.00
LC Lauren Conrad Flower Stud ... Earring Set,$15.40,Regular $22.00
LC Lauren Conrad Leaf Pendant ... Necklace,$15.40,Regular $22.00
LC Lauren Conrad Tri Tone ... Flower & Faux Pearl Earring Set,$15.40,Regular $22.00
LC Lauren Conrad Double Strand ... Disc Necklace,$15.40,Regular $22.00
Jennifer Lopez Bar Stretch ... Ring,$15.40,Regular $22.00
LC Lauren Conrad Simulated ... Crystal Filigree Stretch Bracelet,$15.40,Regular $22.00
LC Lauren Conrad Simulated ... Crystal Flower & Vine Necklace,$15.40,Regular $22.00
Dana Buchman Purple Swarovski ... Crystal Marquise Hoop Earrings,$15.40,Regular $22.00
Simply Vera Vera Wang Pink ... Teardrop Statement Necklace,$22.80,Regular $38.00
Simply Vera Vera Wang Beaded ... Link Swag Necklace,$22.80,Regular $38.00
Simply Vera Vera Wang Jet-Tone ... Multistrand Necklace,$22.80,Regular $38.00
Simply Vera Vera Wang Green ... Stone Layered Necklace,$22.80,Regular $38.00
Simply Vera Vera Wang Blue ... Collar Necklace,$22.80,Regular $38.00
Simply Vera Vera Wang ... Simulated Pearl Draped Chain Necklace,$22.80,Regular $38.00
Simply Vera Vera Wang Beaded ... Two Tone Multi Strand Necklace,$22.80,Regular $38.00
Croft & Barrow® Circle ... Statement Necklace,$22.80,Regular $38.00
Simply Vera Vera Wang Two Tone ... Draped Chain Necklace,$22.80,Regular $38.00
Simply Vera Vera Wang Gray ... Stone Multi-Strand Necklace,$22.80,Regular $38.00
Simulated Crystal Short ... Statement Necklace,$15.00,Regular $30.00
Bead Multi Strand Statement ... Necklace,$15.00,Regular $30.00
1928 Faceted Stone Caged ... Teardrop Earrings,$22.50,Regular $30.00
Downton Abbey Filigree ... Simulated Crystal Pin,$22.50,Regular $30.00
Tri Tone Bar Long Necklace & ... Drop Earring Set,$15.00,Regular $30.00
1928 Crystal Gold-Tone ... Graduated Y Necklace,$45.00,Regular $60.00
"
							
						Dana Buchman Dragonfly Pin
							
					",$14.99,Regular $26.00
"
							
						Dana Buchman Wreath Pin
							
					",$14.99,Regular $26.00
Dana Buchman Gold Tone Angel ... Pin,$14.99,Regular $26.00
Simply Vera Vera Wang ... Simulated Pearl & Crystal Moon Pin,$14.99,Regular $26.00
Apt. 9® Gold Tone Cubic ... Zirconia Round Stud Earring Set,$8.99,Regular $18.00
Multi Colored Simulated ... Crystal Nickel Free Stud Earring Set,$8.99,Regular $18.00
LC Lauren Conrad Textured Bar ... Link Multistrand Necklace,$11.20,Regular $16.00
Dana Buchman Two Tone Hammered ... Disc Linear Drop Earrings,$11.20,Regular $16.00
LC Lauren Conrad Rainbow ... Stacking Ring Set,$11.20,Regular $16.00
"
							
						Jennifer Lopez Marquise Ring
							
					",$11.20,Regular $16.00
Gold Tone Hammered Disc Detail ... Collar Statement Necklace,$22.40,Regular $32.00
"
							
						Dana Buchman Bracelet
							
					",$22.40,Regular $32.00
Dana Buchman Purple Simulated ... Abalone Stretch Bracelet,$22.40,Regular $32.00
Dana Buchman Teardrop Link ... Statement Necklace,$22.40,Regular $32.00
Dana Buchman Silver Tone ... Paneled Drop Earrings,$11.20,Regular $16.00
Dana Buchman Gold Tone Disc ... Necklace,$22.40,Regular $32.00
Dana Buchman Long Link Detail ... Silver Tone & Hematite Tone Necklace,$22.40,Regular $32.00
"Candy Cane, Snowflake & ... Reindeer Stud Earring Set",$6.30,Original $14.00
Simulated Stone & Multi ... Colored Bead Cluster Nickel Free Drop Earrings,$6.30,Original $14.00
"Christmas Tree, Wreath & Star ... Nickel Free Stud & Drop Earring Set",$6.30,Original $14.00
Simulated Crystal Long Station ... Necklace,$11.00,Regular $22.00
Red Simulated Crystal ... Statement Teardrop Earrings,$10.99,Regular $22.00
Silver Tone Rhinestone Detail ... Hoop Earrings,$10.99,Regular $22.00
Simulated Crystal Statement ... Drop Earrings,$10.99,Regular $22.00
Simulated Crystal & Bead Chain ... Bib Necklace,$10.80,Original $24.00
Christmas Tree Nickel Free ... Drop Earrings,$5.40,Original $12.00
"
							
						Loop Hinged Bangle Bracelet
							
					",$10.80,Regular $18.00
Simply Vera Vera Wang Silver ... Tone Thick Hoop Earrings,$10.80,Regular $18.00
Simply Vera Vera Wang Inside ... Out Hoop Earrings,$10.80,Regular $18.00
"
							
						Hammered Circle Link Necklace
							
					",$10.80,Regular $18.00
Napier Flexible Multi Row ... Simulated Crystal Bracelet,$14.40,Regular $24.00
Napier Red Simulated Crystal ... Collar Necklace,$21.60,Regular $36.00
"
							
						Filigree Kite Earrings
							
					",$7.20,Regular $12.00
"
							
						Hoop Earrings
							
					",$7.20,Regular $12.00
Simulated Crystal Stick Drop ... Earrings,$7.20,Regular $12.00
Napier Two Tone Milgrain ... Marquise Teardrop Earrings,$10.80,Regular $18.00
Silver Tone Simulated Pearl & ... Bead Long Multistrand Necklace,$14.40,Regular $24.00
"
							
						Mudd® Leaf Pendant Necklace
							
					",$10.80,Regular $18.00
Simulated Stone Detail Hoop ... Earrings,$10.80,Regular $18.00
"
							
						Napier Textured Cuff Bracelet
							
					",$14.40,Regular $24.00
Simply Vera Vera Wang Red ... Simulated Crystal Teardrop Earrings,$10.80,Regular $18.00
Napier Simulated Crystal ... Twisted Drop Earrings,$10.80,Regular $18.00
Napier Silver Tone Simulated ... Crystal Hoop Earrings,$10.80,Regular $18.00
Mudd® Silver Tone Flower Stud ... Earring Set,$7.20,Regular $12.00
Napier Simulated Crystal ... Chandelier Clip On Earrings,$10.80,Regular $18.00
Napier Gold Tone Beaded Double ... Strand Stretch Bracelet,$14.40,Regular $24.00
"
							
						Textured Teardrop Earrings
							
					",$7.20,Regular $12.00
"
							
						Tattoo Choker Necklace Set
							
					",$10.80,Regular $18.00
LC Lauren Conrad Rose Gold ... Tone Nickel Free Flower Stud Earrings,$8.40,Regular $12.00
LC Lauren Conrad Textured ... Triple Hoop Drop Earrings,$8.40,Regular $12.00
Simply Vera Vera Wang Bead ... Hoop Drop Earrings,$8.40,Regular $14.00
Simply Vera Vera Wang Drop ... Earrings,$8.40,Regular $14.00
"
							
						LC Lauren Conrad Leaf Ring
							
					",$8.40,Regular $12.00
Simply Vera Vera Wang ... Geometric Silver Tone Drop Earrings,$8.40,Regular $14.00
Simply Vera Vera Wang Black & ... Blue Stone Nickel Free Cluster Drop Earrings,$8.40,Regular $14.00
LC Lauren Conrad Simulated ... Opal Oval Nickel Free Stud Earrings,$8.40,Regular $12.00
Dana Buchman Round Halo Drop ... Earrings,$14.00,Regular $20.00
Simply Vera Vera Wang Threader ... Hoop Earrings,$8.40,Regular $14.00
LC Lauren Conrad Starburst ... Nickel Free Stud Earrings,$8.40,Regular $12.00
Simply Vera Vera Wang Blue ... Rectangular Stone Nickel Free Drop Earrings,$8.40,Regular $14.00
LC Lauren Conrad Nickel Free ... Simulated Crystal Flower Stud Earrings,$8.40,Regular $12.00
Dana Buchman Double Oval Hoop ... Pendant Multistrand Necklace,$21.00,Regular $30.00
Napier Glass Crystal Heart ... Drop Earrings,$8.40,Regular $14.00
"
							
						Jet Hoop Earrings
							
					",$8.40,Regular $14.00
"
							
						Napier Stud Earrings
							
					",$8.40,Regular $14.00
Jennifer Lopez Graduated Disc ... Bib Necklace,$21.00,Regular $30.00
"
							
						Jennifer Lopez Ring
							
					",$14.00,Regular $20.00
"
							
						Hoop Earring Set
							
					",$8.40,Regular $14.00
Napier Cubic Zirconia Star ... Button Stud Earrings,$8.40,Regular $14.00
Dana Buchman Swirl Pendant ... Necklace,$21.00,Regular $30.00
Napier® Tiny-Knot Post ... Earrings,$6.00,Regular $10.00
Napier® Silver-Tone Oval ... Beaded Drop Earrings,$6.00,Regular $10.00
LC Lauren Conrad Moon Nickel ... Free Stud Earrings,$7.00,Regular $10.00
Jennifer Lopez Tri Tone ... Textured Bangle Bracelet Set,$21.00,Regular $30.00
LC Lauren Conrad Silver Tone ... Simulated Stone Filigree Button Stud Nickel Free Earrings,$8.40,Regular $12.00
Napier Simulated Crystal Drop ... Earrings,$8.40,Regular $14.00
LC Lauren Conrad Simulated ... Pearl Cluster Earrings,$8.40,Regular $12.00
LC Lauren Conrad Blue Nickel ... Free Cushion Drop Earrings,$8.40,Regular $12.00
Mudd® Silver Tone Textured ... Openwork Hoop Drop Earrings,$8.40,Regular $14.00
LC Lauren Conrad Gold Tone ... Hoop Earrings,$8.40,Regular $12.00
Simulated Crystal Cluster Drop ... Earrings,$7.00,Regular $14.00
Simply Vera Vera Wang Gold ... Tone Simulated Crystal Hoop Earrings,$14.00,Regular $20.00
Crystal Avenue Bow Cuff ... Bracelet,$42.00,Regular $70.00
1928 Mother-of-Pearl Beaded ... Cross Charm Bracelet,$21.00,Regular $28.00
1928 Porcelain Rose Cross ... Pendant Necklace,$21.00,Regular $28.00
1928 Mother-of-Pearl Cross ... Pendant Necklace,$21.00,Regular $28.00
1928 Flower Clip-On Stud ... Earrings,$21.00,Regular $28.00
Silver Tone Layered Nickel ... Free Hoop Earrings,$8.40,Regular $14.00
Dana Buchman Cubic Zirconia ... Button Stud Clip-On Earrings,$14.00,Regular $20.00
LC Lauren Conrad Flower Nickel ... Free Button Stud Earrings,$8.40,Regular $12.00
"Red & Green Bead & ""Peace on ... Earth"" Holiday Charm Bangle Bracelet Set",$13.99,Regular $24.00
"White Bead & Silver Tone ""All ... You Need Is Love"" Charm Bangle Bracelet Set",$13.99,Regular $24.00
"Purple Bead & Silver Tone ... ""Strength"" Charm Bangle Bracelet Set",$13.99,Regular $24.00
Simply Vera Vera Wang Pink ... Simulated Crystal Collar Necklace,$20.40,Regular $34.00
Simply Vera Vera Wang Pink ... Teardrop Collar Necklace,$20.40,Regular $34.00
Simply Vera Vera Wang ... Simulated Pearl & Black Fireball Collar Necklace,$20.40,Regular $34.00
Simply Vera Vera Wang  ... Simulated Crystal Collar Necklace,$20.40,Regular $34.00
Long Simulated Pearl Double ... Strand Station Necklace,$20.40,Regular $34.00
Simply Vera Vera Wang Multi ... Row Blue Bracelet,$20.40,Regular $34.00
Faceted Stone Circle Pendant ... Necklace,$8.10,Regular $18.00
1928 Black Bead Eyeglass ... Chain,$13.50,Regular $18.00
1928 Blue Flower Drop ... Earrings,$13.50,Regular $18.00
Pet Friends Simulated Crystal ... Paw Print Disc Drop Earrings,$8.00,Regular $16.00
Pet Friends Simulated Crystal ... Dog Bone Pendant and Cutout Charm Necklace,$10.00,Regular $20.00
"Gold Tone Star, Moon & Heart ... Nickel Free Stud Earring Set",$13.20,Regular $22.00
"
							
						Knotted Long Lariat Necklace
							
					",$13.20,Regular $22.00
Croft & Barrow Simulated Pearl ... Necklace & Drop Earring Set,$13.20,Regular $22.00
Hammered Disc Double Strand ... Necklace,$13.20,Regular $22.00
Gold Tone Chain Detail Layered ... Multi Strand Y-Necklace,$13.20,Regular $22.00
"Mudd® Heart, Coin & Leaf ... Interchangeable Charm Necklace Set",$13.20,Regular $22.00
Gold Tone Simulated Crystal ... Long Pendant Necklace,$13.20,Regular $22.00
